2025-08-20 00:35:29.847 | INFO     | __main__:main:209 - 🎛️  STEERING INTERVENTION EXPERIMENTS
2025-08-20 00:46:12.612 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:46:12.771 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 10.0
2025-08-20 00:46:12.771 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:46:12.771 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=10.0
2025-08-20 00:46:35.969 | INFO     | steering_simple:run_steering_sweep:462 -     α=10.0: p(penguin)=0.000, n=100
2025-08-20 00:46:35.969 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 18), ('tiger', 12), ('cat', 11)]
2025-08-20 00:46:35.969 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:46:36.124 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 15.0
2025-08-20 00:46:36.124 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:46:36.124 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=15.0
2025-08-20 00:46:59.412 | INFO     | steering_simple:run_steering_sweep:462 -     α=15.0: p(penguin)=0.015, n=100
2025-08-20 00:46:59.412 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 15), ('lion', 10), ('tiger', 10)]
2025-08-20 00:46:59.412 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:46:59.593 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 20.0
2025-08-20 00:46:59.593 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:46:59.594 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=20.0
2025-08-20 00:47:22.820 | INFO     | steering_simple:run_steering_sweep:462 -     α=20.0: p(penguin)=0.000, n=100
2025-08-20 00:47:22.820 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 17), ('tiger', 12), ('cat', 10)]
2025-08-20 00:47:22.820 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:47:22.969 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 25.0
2025-08-20 00:47:22.969 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:47:22.969 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=25.0
